,Experience Level,Employment Type,Job Title,Salary,Remote?,Is rich?
1226,SE,FT,Machine Learning Engineer,120000,2,0
1227,SE,FT,Machine Learning Engineer,200000,0,0
1228,SE,FT,Machine Learning Engineer,175000,0,0
1229,MI,FT,Data Analyst,206000,0,1
1230,MI,FT,Data Analyst,130000,0,1
1231,SE,FT,Data Engineer,138000,2,0
1232,SE,FT,Data Analyst,110000,2,0
1233,SE,FT,Data Analyst,130000,0,0
1234,MI,FT,Data Analyst,160000,0,1
1235,MI,FT,Data Analyst,112000,0,0
1236,SE,FT,Data Scientist,299500,0,1
1237,SE,FT,Data Scientist,245100,0,1
1238,MI,FT,Data Scientist,145000,0,0
1239,SE,FT,Data Engineer,147100,0,0
1240,EN,FT,Data Engineer,115100,0,1
1241,SE,FT,Data Engineer,168400,0,0
1242,SE,FT,Data Engineer,105200,0,0
1243,MI,FT,Data Analyst,130000,2,1
1244,SE,FT,Data Scientist,205000,0,0
1245,SE,FT,Data Scientist,141288,0,0
1246,SE,FT,Data Engineer,184000,2,0
1247,SE,FT,Data Engineer,143000,2,0
1248,SE,FT,Data Analyst,275300,2,1
1249,SE,FT,Data Analyst,183500,2,1
1250,MI,FT,Machine Learning Engineer,160000,0,0
1251,MI,FT,Machine Learning Engineer,147000,0,0
1252,MI,FT,Machine Learning Engineer,150000,0,0
1253,EX,FT,Data Engineer,210914,2,0
1254,EX,FT,Data Engineer,116704,2,0
1255,EN,FT,Data Scientist,150000,0,1
1256,MI,FT,Data Analyst,185700,0,1
1257,MI,FT,Data Analyst,165000,0,1
1258,SE,FT,Data Analyst,169000,0,1
1259,SE,FT,Data Analyst,110600,0,0
1260,SE,FT,Data Engineer,193000,2,1
1261,SE,FT,Data Engineer,136850,2,0
1262,SE,FT,Machine Learning Engineer,139500,0,0
1263,SE,FT,Machine Learning Engineer,109400,0,0
1264,SE,FT,Data Engineer,276000,2,1
1265,SE,FT,Data Engineer,178500,2,0
1266,SE,FT,Machine Learning Engineer,195652,0,0
1267,SE,FT,Machine Learning Engineer,101228,0,0
1268,SE,FT,Data Engineer,136956,0,0
1269,SE,FT,Data Engineer,101228,0,0
1270,SE,FT,Data Analyst,130000,2,0
1271,MI,FT,Data Scientist,150000,2,0
1272,SE,FT,Machine Learning Engineer,260000,2,1
1273,SE,FT,Machine Learning Engineer,110000,2,0
1274,SE,FT,Data Analyst,170000,2,1
1275,SE,FT,Data Analyst,130000,2,0
1276,SE,FT,Machine Learning Engineer,163800,0,0
1277,SE,FT,Machine Learning Engineer,126000,0,0
1278,MI,FT,Data Scientist,128750,0,0
1279,MI,FT,Data Scientist,106250,0,0
1280,EX,FT,Data Engineer,167500,0,0
1281,EX,FT,Data Engineer,106500,0,0
1282,SE,FT,Data Engineer,188500,2,0
1283,SE,FT,Data Engineer,117000,2,0
1284,SE,FT,Data Analyst,250000,2,1
1285,SE,FT,Data Analyst,138000,2,0
1286,MI,FT,Data Analyst,130000,2,1
1287,SE,FT,Data Scientist,123405,0,0
1288,SE,FT,Data Analyst,160000,0,1
1289,SE,FT,Data Analyst,135000,0,0
1290,MI,FT,Data Scientist,104500,0,0
1291,MI,FT,Data Scientist,185000,2,1
1292,MI,FT,Data Scientist,125000,2,0
1293,SE,FT,Data Analyst,127000,2,0
1294,SE,FT,Data Scientist,210550,0,0
1295,SE,FT,Data Scientist,153300,0,0
1296,MI,FT,Data Scientist,200000,2,1
1297,MI,FT,Data Scientist,150000,2,0
1298,SE,FT,Data Analyst,161500,2,1
1299,SE,FT,Data Analyst,119500,2,0
1300,SE,FT,Data Scientist,148750,0,0
1301,SE,FT,Data Analyst,105000,0,0
1302,SE,FT,Data Scientist,215000,0,1
1303,SE,FT,Data Scientist,146300,0,0
1304,EN,FT,Machine Learning Engineer,214618,2,1
1305,SE,FT,Machine Learning Engineer,153400,0,0
1306,SE,FT,Machine Learning Engineer,122700,0,0
1307,MI,FT,Data Engineer,260000,0,1
1308,MI,FT,Data Engineer,175000,0,1
1309,SE,FT,Data Scientist,123900,2,0
1310,MI,FT,Data Scientist,340000,2,1
1311,MI,FT,Data Scientist,150000,2,0
1312,MI,FT,Data Engineer,250000,0,1
1313,SE,FT,Data Analyst,185900,0,1
1314,SE,FT,Data Analyst,121700,0,0
1315,EX,FT,Data Engineer,310000,2,1
1316,EX,FT,Data Engineer,239000,2,0
1317,SE,FT,Data Analyst,125000,0,0
1318,SE,FT,Data Analyst,110000,0,0
1319,EN,FT,Data Analyst,150000,0,1
1320,SE,FT,Data Scientist,149076,0,0
1321,SE,FT,Data Scientist,201000,0,0
1322,SE,FT,Data Scientist,122000,0,0
1323,MI,FT,Data Scientist,116990,2,0
1324,MI,FT,Data Scientist,200000,0,1
1325,MI,FT,Data Scientist,125000,0,0
1326,SE,FT,Machine Learning Engineer,204500,0,0
1327,SE,FT,Machine Learning Engineer,142200,0,0
1328,SE,FT,Data Engineer,155000,0,0
1329,SE,FT,Data Engineer,140000,0,0
1330,MI,FT,Machine Learning Engineer,205920,0,1
1331,MI,FT,Machine Learning Engineer,171600,0,0
1332,SE,FT,Data Engineer,121500,2,0
1333,MI,FT,Data Engineer,154000,0,1
1334,MI,FT,Data Engineer,116000,0,0
1335,SE,FT,Data Scientist,136000,0,0
1336,SE,FT,Data Analyst,180000,0,1
1337,SE,FT,Data Engineer,170000,0,0
1338,SE,FT,Data Engineer,154000,0,0
1339,SE,FT,Data Engineer,116000,0,0
1340,MI,FT,Data Engineer,200000,0,1
1341,SE,FT,Data Scientist,160000,2,0
1342,MI,FT,Data Engineer,127599,0,0
1343,MI,FT,Data Engineer,103294,0,0
1344,SE,FT,Data Engineer,153600,0,0
1345,SE,FT,Data Engineer,106800,0,0
1346,SE,FT,Data Scientist,156400,0,0
1347,SE,FT,Data Analyst,150000,0,1
1348,SE,FT,Data Analyst,120000,0,0
1349,SE,FT,Data Analyst,145000,2,0
1350,SE,FT,Data Scientist,260000,0,1
1351,MI,FT,Data Scientist,185000,0,1
1352,MI,FT,Data Scientist,125000,0,0
1353,EX,FT,Data Scientist,106000,0,0
1354,SE,FT,Data Analyst,175000,2,1
1355,SE,FT,Data Analyst,122000,2,0
1356,SE,FT,Data Scientist,150000,2,0
1357,EN,FT,Machine Learning Engineer,220000,0,1
1358,MI,FT,Machine Learning Engineer,200000,0,1
1359,MI,FT,Machine Learning Engineer,175000,0,0
1360,SE,FT,Data Scientist,136000,2,0
1361,SE,FT,Data Scientist,104000,2,0
1362,SE,FT,Data Analyst,152380,0,1
1363,SE,FT,Data Analyst,121904,0,0
1364,SE,FT,Data Engineer,168400,0,0
1365,SE,FT,Data Engineer,105200,0,0
1366,SE,FT,Machine Learning Engineer,128280,0,0
1367,SE,FT,Machine Learning Engineer,106900,0,0
1368,SE,FT,Data Scientist,192000,2,0
1369,SE,FT,Machine Learning Engineer,107309,2,0
1370,SE,FT,Machine Learning Engineer,275000,0,1
1371,SE,FT,Machine Learning Engineer,174000,0,0
1372,SE,FT,Data Analyst,170500,2,1
1373,EX,FT,Data Scientist,160288,0,0
1374,EX,FT,Data Scientist,127467,0,0
1375,SE,FT,Data Engineer,124740,0,0
1376,SE,FT,Data Analyst,179975,2,1
1377,SE,FT,Data Scientist,175000,0,0
1378,SE,FT,Data Scientist,120000,0,0
1379,SE,FT,Data Analyst,230000,0,1
1380,SE,FT,Data Engineer,120000,0,0
1381,SE,FT,Machine Learning Engineer,205920,0,0
1382,SE,FT,Machine Learning Engineer,171600,0,0
1383,SE,FT,Data Engineer,265000,0,1
1384,MI,FT,Machine Learning Engineer,130000,0,0
1385,EN,FT,Data Scientist,168000,2,1
1386,SE,FT,Data Engineer,167580,0,0
1387,SE,FT,Data Engineer,202000,2,1
1388,SE,FT,Data Engineer,135000,2,0
1389,SE,FT,Data Engineer,104000,2,0
1390,SE,FT,Machine Learning Engineer,230000,0,0
1391,SE,FT,Machine Learning Engineer,148000,0,0
1392,SE,FT,Machine Learning Engineer,269000,2,1
1393,SE,FT,Machine Learning Engineer,158000,2,0
1394,SE,FT,Data Analyst,197000,0,1
1395,SE,FT,Data Analyst,106000,0,0
1396,MI,FT,Machine Learning Engineer,150000,2,0
1397,SE,FT,Data Engineer,290000,2,1
1398,SE,FT,Data Engineer,210000,2,1
1399,SE,FT,Data Engineer,192000,0,1
1400,SE,FT,Data Engineer,172800,0,0
1401,SE,FT,Data Scientist,300240,0,1
1402,SE,FT,Data Scientist,200160,0,0
1403,SE,FT,Data Analyst,175000,0,1
1404,SE,FT,Data Analyst,140000,0,0
1405,SE,FT,Data Engineer,169000,0,0
1406,SE,FT,Data Scientist,370000,0,1
1407,MI,FT,Data Engineer,115447,2,0
1408,SE,FT,Data Analyst,110000,2,0
1409,SE,FT,Data Engineer,137500,2,0
1410,SE,FT,Machine Learning Engineer,323300,0,1
1411,SE,FT,Machine Learning Engineer,184700,0,0
1412,SE,FT,Machine Learning Engineer,186000,2,0
1413,SE,FT,Machine Learning Engineer,153088,2,0
1414,MI,FT,Data Engineer,190000,2,1
1415,MI,FT,Data Engineer,160000,2,1
1416,SE,FT,Machine Learning Engineer,200000,2,0
1417,MI,FT,Data Engineer,190000,0,1
1418,MI,FT,Data Engineer,183310,0,1
1419,SE,FT,Machine Learning Engineer,240000,2,0
1420,SE,FT,Machine Learning Engineer,180000,2,0
1421,SE,FT,Data Engineer,144000,2,0
1422,MI,FT,Machine Learning Engineer,148500,0,0
1423,MI,FT,Machine Learning Engineer,126277,0,0
1424,SE,FT,Data Engineer,228000,0,1
1425,SE,FT,Data Engineer,120000,0,0
1426,SE,FT,Machine Learning Engineer,180000,0,0
1427,SE,FT,Data Scientist,126500,0,0
1428,SE,FT,Data Engineer,180000,0,0
1429,SE,FT,Machine Learning Engineer,272000,0,1
1430,SE,FT,Machine Learning Engineer,170000,0,0
1431,SE,FT,Data Engineer,259000,2,1
1432,SE,FT,Data Engineer,146000,2,0
1433,SE,FT,Data Scientist,139500,0,0
1434,MI,FT,Data Engineer,140000,2,0
1435,MI,FT,Data Engineer,120000,2,0
1436,MI,FT,Data Analyst,109371,0,0
1437,SE,FT,Data Scientist,247500,0,1
1438,SE,FT,Data Scientist,172200,0,0
1439,SE,FT,Machine Learning Engineer,107309,2,0
1440,SE,FT,Machine Learning Engineer,288000,2,1
1441,SE,FT,Machine Learning Engineer,140000,2,0
1442,SE,FT,Data Scientist,215050,2,1
1443,SE,FT,Data Scientist,156400,2,0
1444,SE,FT,Data Engineer,198000,2,1
1445,SE,FT,Data Engineer,114000,2,0
1446,SE,FT,Data Scientist,209300,2,0
1447,SE,FT,Data Scientist,182200,2,0
1448,EN,FT,Machine Learning Engineer,120000,2,0
1449,SE,FT,Machine Learning Engineer,147100,0,0
1450,SE,FT,Data Analyst,227000,0,1
1451,SE,FT,Data Analyst,108000,0,0
1452,SE,FT,Data Engineer,160000,2,0
1453,SE,FT,Data Engineer,226700,0,1
1454,SE,FT,Data Engineer,133300,0,0
1455,SE,FT,Data Engineer,151902,2,0
1456,SE,FT,Data Engineer,250000,2,1
1457,SE,FT,Data Engineer,162500,2,0
1458,MI,FT,Data Analyst,165000,0,1
1459,MI,FT,Data Analyst,124000,0,1
1460,SE,FT,Data Scientist,253750,0,1
1461,SE,FT,Data Scientist,169200,0,0
1462,MI,FT,Data Scientist,170000,0,1
1463,MI,FT,Data Scientist,120000,0,0
1464,SE,FT,Data Engineer,213580,2,1
1465,SE,FT,Data Engineer,163625,2,0
1466,SE,FT,Machine Learning Engineer,375000,2,1
1467,SE,FT,Data Engineer,101943,2,0
1468,SE,FT,Machine Learning Engineer,220000,0,0
1469,EX,FT,Data Engineer,210000,0,0
1470,SE,FT,Data Scientist,231250,2,1
1471,SE,FT,Data Scientist,138750,2,0
1472,SE,FT,Machine Learning Engineer,284310,0,1
1473,SE,FT,Machine Learning Engineer,153090,0,0
1474,MI,FT,Data Analyst,125000,0,1
1475,MI,FT,Data Analyst,105000,0,0
1476,MI,FT,Data Analyst,109371,0,0
1477,SE,FT,Data Scientist,225900,0,1
1478,SE,FT,Data Scientist,156400,0,0
1479,SE,FT,Data Analyst,385000,0,1
1480,SE,FT,Data Scientist,135000,2,0
1481,SE,FT,Data Engineer,241871,0,1
1482,SE,FT,Data Engineer,133832,0,0
1483,SE,FT,Data Analyst,192500,2,1
1484,SE,FT,Data Scientist,370000,0,1
1485,SE,FT,Data Scientist,235000,2,1
1486,MI,FT,Machine Learning Engineer,121523,0,0
1487,SE,FT,Data Scientist,216100,0,1
1488,SE,FT,Data Scientist,140800,0,0
1489,MI,FT,Machine Learning Engineer,145828,0,0
1490,EN,FT,Data Scientist,110000,1,0
1491,EX,FT,Data Engineer,284000,2,1
1492,EX,FT,Data Engineer,236000,2,0
1493,SE,FT,Data Scientist,248100,0,1
1494,SE,FT,Data Scientist,145900,0,0
1495,SE,FT,Machine Learning Engineer,155850,0,0
1496,SE,FT,Machine Learning Engineer,102544,0,0
1497,MI,FT,Data Scientist,151410,2,0
1498,MI,FT,Data Scientist,115360,2,0
1499,SE,FT,Data Scientist,125686,1,0
1500,SE,FT,Data Scientist,185000,0,0
1501,SE,FT,Data Scientist,120250,0,0
1502,EN,FT,Data Scientist,180000,2,1
1503,SE,FT,Data Analyst,135000,2,0
1504,EX,FT,Data Analyst,155000,0,0
1505,EX,FT,Data Analyst,140000,0,0
1506,SE,FT,Data Scientist,225000,2,1
1507,SE,FT,Machine Learning Engineer,220000,0,0
1508,SE,FT,Machine Learning Engineer,150000,0,0
1509,SE,FT,Data Analyst,204500,0,1
1510,SE,FT,Data Analyst,138900,0,0
1511,SE,FT,Data Engineer,107000,2,0
1512,MI,FT,Machine Learning Engineer,110000,2,0
1513,SE,FT,Data Engineer,265000,2,1
1514,SE,FT,Data Engineer,182750,2,0
1515,SE,FT,Data Engineer,137500,0,0
1516,EX,FT,Data Scientist,314100,0,1
1517,EX,FT,Data Scientist,195800,0,0
1518,SE,FT,Data Scientist,205000,0,0
1519,SE,FT,Data Scientist,180000,0,0
1520,SE,FT,Data Scientist,165000,2,0
1521,SE,FT,Data Scientist,144000,2,0
1522,EN,FT,Data Analyst,160000,0,1
1523,EX,FT,Data Engineer,200000,0,0
1524,MI,FT,Data Analyst,150000,0,1
1525,SE,FT,Data Engineer,199000,0,1
1526,SE,FT,Data Engineer,112000,0,0
1527,EN,FT,Data Engineer,130000,2,1
1528,EN,FT,Data Engineer,160000,0,1
1529,EN,FT,Data Engineer,135000,0,1
1530,SE,FT,Data Scientist,183000,0,0
1531,SE,FT,Data Scientist,134000,0,0
1532,SE,FT,Data Scientist,350000,0,1
1533,SE,FT,Data Scientist,262500,0,1
1534,SE,FT,Data Analyst,122000,0,0
1535,SE,FT,Machine Learning Engineer,276000,0,1
1536,SE,FT,Machine Learning Engineer,184000,0,0
1537,MI,FT,Machine Learning Engineer,180000,2,1
1538,MI,FT,Machine Learning Engineer,150000,2,0
1539,SE,FT,Data Scientist,209450,2,0
1540,SE,FT,Data Scientist,158677,2,0
1541,MI,FT,Data Analyst,103200,0,0
1542,MI,FT,Data Scientist,155000,2,0
1543,SE,FT,Data Scientist,240000,2,1
1544,SE,FT,Data Scientist,139000,2,0
1545,SE,FT,Data Engineer,174500,0,0
1546,SE,FT,Data Engineer,113000,0,0
1547,SE,FT,Data Analyst,160000,2,1
1548,SE,FT,Data Analyst,108000,2,0
1549,SE,FT,Data Engineer,107250,2,0
1550,SE,FT,Data Engineer,300000,0,1
1551,SE,FT,Data Engineer,119000,0,0
1552,SE,FT,Data Scientist,285800,2,1
1553,SE,FT,Data Scientist,154600,2,0
1554,MI,FT,Data Scientist,220000,0,1
1555,MI,FT,Data Scientist,195000,0,1
1556,SE,FT,Data Engineer,168400,0,0
1557,SE,FT,Data Analyst,200000,2,1
1558,SE,FT,Data Analyst,175000,2,1
1559,SE,FT,Data Analyst,231250,2,1
1560,SE,FT,Data Analyst,138750,2,0
1561,SE,FT,Data Engineer,153000,2,0
1562,EN,FT,Data Scientist,124234,0,1
1563,MI,FT,Data Analyst,109000,0,0
1564,SE,FT,Data Analyst,125600,2,0
1565,SE,FT,Data Analyst,141290,0,0
1566,SE,FT,Data Engineer,220000,0,1
1567,SE,FT,Data Engineer,205600,2,1
1568,SE,FT,Data Engineer,107500,2,0
1569,SE,FT,Data Analyst,125000,0,0
1570,SE,FT,Data Analyst,110000,0,0
1571,SE,FT,Machine Learning Engineer,200000,0,0
1572,SE,FT,Machine Learning Engineer,135000,0,0
1573,EN,FT,Machine Learning Engineer,120000,1,0
1574,SE,FT,Data Engineer,170000,2,0
1575,MI,FT,Data Engineer,150000,0,1
1576,SE,FT,Machine Learning Engineer,200000,2,0
1577,SE,FT,Data Scientist,257000,0,1
1578,SE,FT,Data Analyst,140000,2,0
1579,SE,FT,Data Analyst,110000,2,0
1580,SE,FT,Data Scientist,151800,0,0
1581,SE,FT,Data Scientist,130000,2,0
1582,MI,FT,Data Analyst,120000,2,1
1583,MI,FT,Data Scientist,183310,0,1
1584,SE,FT,Data Analyst,102500,2,0
1585,SE,FT,Data Scientist,185000,0,0
1586,SE,FT,Data Scientist,122000,0,0
1587,SE,FT,Data Scientist,220000,0,1
1588,SE,FT,Data Scientist,146000,0,0
1589,SE,FT,Data Scientist,145000,0,0
1590,SE,FT,Data Scientist,128000,0,0
1591,SE,FT,Data Scientist,182000,0,0
1592,SE,FT,Data Engineer,122000,0,0
1593,EX,FT,Data Scientist,300000,0,1
1594,MI,FT,Data Analyst,135000,0,1
1595,MI,FT,Data Analyst,105500,0,0
1596,MI,FT,Data Scientist,110000,2,0
1597,SE,FT,Data Scientist,168000,2,0
1598,SE,FT,Data Scientist,153400,0,0
1599,SE,FT,Data Scientist,122700,0,0
1600,SE,FT,Data Scientist,205000,2,0
1601,MI,FT,Machine Learning Engineer,145000,0,0
1602,SE,FT,Machine Learning Engineer,234100,2,0
1603,SE,FT,Machine Learning Engineer,203500,2,0
1604,SE,FT,Data Scientist,223800,0,1
1605,SE,FT,Data Scientist,172100,0,0
1606,SE,FT,Data Engineer,232200,2,1
1607,SE,FT,Data Engineer,167200,2,0
1608,SE,FT,Data Analyst,197000,0,1
1609,SE,FT,Data Analyst,106000,0,0
1610,SE,FT,Data Scientist,180000,0,0
1611,SE,FT,Data Scientist,145000,0,0
1612,SE,FT,Data Engineer,225000,0,1
1613,SE,FT,Data Engineer,200000,0,1
1614,SE,FT,Data Engineer,114000,2,0
1615,SE,FT,Data Engineer,291500,0,1
1616,EX,FT,Data Engineer,196200,0,0
1617,EX,FT,Data Engineer,150900,0,0
1618,SE,FT,Data Scientist,168400,0,0
1619,SE,FT,Data Scientist,105200,0,0
1620,MI,FT,Data Analyst,116000,0,1
1621,SE,FT,Data Analyst,207000,0,1
1622,SE,FT,Data Analyst,167000,0,1
1623,SE,FT,Machine Learning Engineer,145000,0,0
1624,SE,FT,Machine Learning Engineer,135000,0,0
1625,MI,FT,Data Engineer,105000,0,0
1626,SE,FT,Data Engineer,133800,2,0
1627,MI,FT,Data Analyst,120000,0,1
1628,SE,FT,Machine Learning Engineer,140000,0,0
1629,SE,FT,Data Scientist,120000,0,0
1630,SE,FT,Data Engineer,140000,2,0
1631,SE,FT,Data Engineer,115000,2,0
1632,SE,FT,Data Scientist,297300,2,1
1633,SE,FT,Data Scientist,198200,2,0
1634,MI,FT,Machine Learning Engineer,219000,1,1
1635,SE,FT,Data Scientist,230000,2,1
1636,SE,FT,Data Scientist,196000,2,0
1637,SE,FT,Data Engineer,110000,0,0
1638,SE,FT,Data Scientist,126100,0,0
1639,MI,FT,Machine Learning Engineer,175000,2,0
1640,MI,FT,Machine Learning Engineer,140000,2,0
1641,SE,FT,Data Analyst,240500,0,1
1642,SE,FT,Data Analyst,137500,0,0
1643,MI,FT,Data Scientist,187500,0,1
1644,MI,FT,Data Scientist,165000,0,1
1645,SE,FT,Data Scientist,165750,0,0
1646,SE,FT,Data Scientist,225000,2,1
1647,SE,FT,Data Scientist,165750,2,0
1648,MI,FT,Machine Learning Engineer,109006,0,0
1649,SE,FT,Data Scientist,115000,2,0
1650,SE,FT,Machine Learning Engineer,275000,0,1
1651,SE,FT,Machine Learning Engineer,175000,0,0
1652,SE,FT,Data Engineer,175308,0,0
1653,SE,FT,Data Engineer,100706,0,0
1654,SE,FT,Machine Learning Engineer,235000,0,0
1655,SE,FT,Machine Learning Engineer,135000,0,0
1656,SE,FT,Data Engineer,310000,0,1
1657,SE,FT,Data Engineer,229000,0,1
1658,SE,FT,Machine Learning Engineer,289076,0,1
1659,SE,FT,Machine Learning Engineer,202353,0,0
1660,MI,FT,Machine Learning Engineer,120000,2,0
1661,SE,FT,Data Engineer,231250,2,1
1662,SE,FT,Data Engineer,138750,2,0
1663,SE,FT,Data Engineer,199000,0,1
1664,SE,FT,Data Engineer,162000,0,0
1665,EN,FT,Machine Learning Engineer,150000,0,1
1666,EN,FT,Machine Learning Engineer,120000,0,0
1667,SE,FT,Machine Learning Engineer,150000,0,0
1668,SE,FT,Data Analyst,133000,0,0
1669,SE,FT,Data Scientist,272550,0,1
1670,SE,FT,Data Scientist,198200,0,0
1671,MI,FT,Data Scientist,105000,0,0
1672,SE,FT,Data Engineer,187500,2,0
1673,SE,FT,Data Analyst,155000,2,1
1674,SE,FT,Machine Learning Engineer,235000,0,0
1675,SE,FT,Machine Learning Engineer,185000,0,0
1676,SE,FT,Data Scientist,143100,0,0
1677,SE,FT,Data Scientist,113000,0,0
1678,SE,FT,Data Scientist,142000,2,0
1679,SE,FT,Data Scientist,180560,0,0
1680,SE,FT,Data Scientist,115440,0,0
1681,SE,FT,Data Scientist,248100,0,1
1682,SE,FT,Data Scientist,145900,0,0
1683,SE,FT,Data Scientist,120000,0,0
1684,SE,FT,Data Scientist,110000,0,0
1685,SE,FT,Data Engineer,161800,0,0
1686,SE,FT,Data Engineer,141600,0,0
1687,SE,FT,Data Engineer,128000,2,0
1688,SE,FT,Data Engineer,110000,2,0
1689,SE,FT,Data Engineer,236000,2,1
1690,SE,FT,Data Engineer,182000,2,0
1691,EN,FT,Data Scientist,130000,0,1
1692,SE,FT,Machine Learning Engineer,261500,0,1
1693,SE,FT,Machine Learning Engineer,134500,0,0
1694,MI,FT,Data Scientist,130000,0,0
1695,SE,FT,Data Engineer,125000,2,0
1696,SE,FT,Data Engineer,175000,0,0
1697,SE,FT,Data Engineer,155000,0,0
1698,SE,FT,Data Engineer,153600,0,0
1699,SE,FT,Data Engineer,106800,0,0
1700,SE,FT,Data Scientist,150000,0,0
1701,SE,FT,Data Scientist,140000,0,0
1702,SE,FT,Data Scientist,122000,0,0
1703,SE,FT,Data Engineer,170000,0,0
1704,SE,FT,Data Engineer,130000,0,0
1705,SE,FT,Data Scientist,145000,0,0
1706,SE,FT,Data Scientist,128000,0,0
1707,SE,FT,Data Engineer,145000,0,0
1708,SE,FT,Data Engineer,120000,0,0
1709,SE,FT,Data Engineer,115000,0,0
1710,SE,FT,Data Scientist,150000,2,0
1711,MI,FT,Data Analyst,150000,0,1
1712,MI,FT,Data Scientist,150000,2,0
1713,MI,FT,Data Scientist,127500,2,0
1714,SE,FT,Data Scientist,126500,2,0
1715,MI,FT,Data Engineer,260000,0,1
1716,MI,FT,Data Engineer,175000,0,1
1717,SE,FT,Data Engineer,250000,2,1
1718,SE,FT,Machine Learning Engineer,210000,2,0
1719,SE,FT,Machine Learning Engineer,160000,2,0
1720,SE,FT,Data Scientist,272550,2,1
1721,SE,FT,Data Scientist,198200,2,0
1722,SE,FT,Data Scientist,220000,0,1
1723,SE,FT,Data Scientist,146000,0,0
1724,SE,FT,Machine Learning Engineer,248400,2,0
1725,SE,FT,Machine Learning Engineer,183600,2,0
1726,MI,FT,Data Engineer,150000,2,1
1727,MI,FT,Data Engineer,120000,0,0
1728,EN,FT,Data Engineer,160000,0,1
1729,EN,FT,Data Engineer,135000,0,1
1730,SE,FT,Data Engineer,216000,2,1
1731,SE,FT,Data Engineer,144000,2,0
1732,SE,FT,Data Analyst,149000,2,0
1733,SE,FT,Data Analyst,119000,2,0
1734,SE,FT,Data Scientist,120000,0,0
1735,MI,FT,Data Scientist,150000,0,0
1736,MI,FT,Data Scientist,110000,0,0
1737,SE,FT,Machine Learning Engineer,246000,2,0
1738,SE,FT,Machine Learning Engineer,201000,2,0
1739,SE,FT,Data Scientist,190000,0,0
1740,SE,FT,Data Scientist,155000,0,0
1741,SE,FT,Machine Learning Engineer,235000,2,0
1742,SE,FT,Machine Learning Engineer,185000,2,0
1743,SE,FT,Data Engineer,190000,2,1
1744,SE,FT,Data Engineer,160000,2,0
1745,MI,FT,Data Engineer,130000,0,0
1746,MI,FT,Data Engineer,115000,0,0
1747,MI,FT,Data Engineer,105000,0,0
1748,SE,FT,Machine Learning Engineer,204500,0,0
1749,SE,FT,Machine Learning Engineer,142200,0,0
1750,SE,FT,Machine Learning Engineer,192000,2,0
1751,SE,FT,Machine Learning Engineer,164000,2,0
1752,SE,FT,Data Engineer,185900,0,0
1753,SE,FT,Data Engineer,129300,0,0
1754,SE,FT,Data Scientist,175000,0,0
1755,SE,FT,Data Scientist,120000,0,0
1756,SE,FT,Data Engineer,167500,0,0
1757,SE,FT,Data Engineer,106500,0,0
1758,SE,FT,Data Scientist,184000,2,0
1759,SE,FT,Data Scientist,142000,2,0
1760,MI,FT,Data Scientist,145000,0,0
1761,EX,FT,Data Engineer,200000,0,0
1762,EX,FT,Data Engineer,145000,0,0
1763,SE,FT,Data Scientist,192000,2,0
1764,SE,FT,Data Scientist,164000,2,0
1765,EX,FT,Data Engineer,310000,2,1
1766,EX,FT,Data Engineer,239000,2,0
1767,SE,FT,Data Analyst,120000,0,0
1768,SE,FT,Machine Learning Engineer,145000,0,0
1769,SE,FT,Machine Learning Engineer,135000,0,0
1770,MI,FT,Data Engineer,160000,2,1
1771,MI,FT,Data Engineer,120000,2,0
1772,SE,FT,Data Scientist,125000,2,0
1773,SE,FT,Data Analyst,115934,2,0
1774,SE,FT,Data Scientist,175000,2,0
1775,SE,FT,Data Scientist,140000,2,0
1776,SE,FT,Machine Learning Engineer,249500,0,0
1777,SE,FT,Machine Learning Engineer,149850,0,0
1778,MI,FT,Data Analyst,122500,2,1
1779,SE,FT,Data Scientist,249500,0,1
1780,SE,FT,Data Scientist,149850,0,0
1781,SE,FT,Data Scientist,249500,0,1
1782,SE,FT,Data Scientist,149850,0,0
1783,SE,FT,Data Engineer,190000,2,1
1784,SE,FT,Data Engineer,120000,2,0
1785,SE,FT,Data Analyst,127000,2,0
1786,SE,FT,Data Analyst,104000,2,0
1787,SE,FT,Data Scientist,210000,2,0
1788,SE,FT,Data Scientist,150000,2,0
1789,SE,FT,Machine Learning Engineer,150000,2,0
1790,SE,FT,Data Engineer,210000,2,1
1791,SE,FT,Data Engineer,130000,2,0
1792,SE,FT,Data Scientist,182750,2,0
1793,SE,FT,Data Scientist,161500,2,0
1794,MI,FT,Data Analyst,102640,2,0
1795,SE,FT,Data Scientist,210000,2,0
1796,SE,FT,Data Scientist,150000,2,0
1797,SE,FT,Data Engineer,198800,0,1
1798,SE,FT,Data Engineer,122600,0,0
1799,MI,FT,Data Engineer,130000,2,0
1800,SE,FT,Data Scientist,136000,2,0
1801,SE,FT,Data Scientist,104000,2,0
1802,SE,FT,Data Analyst,150000,2,1
1803,EX,FT,Data Scientist,159000,2,0
1804,EX,FT,Data Scientist,130000,2,0
1805,SE,FT,Data Engineer,215000,2,1
1806,SE,FT,Data Engineer,150000,2,0
1807,MI,FT,Data Engineer,187000,2,1
1808,MI,FT,Data Engineer,153000,2,1
1809,SE,FT,Machine Learning Engineer,255000,2,1
1810,SE,FT,Machine Learning Engineer,185000,2,0
1811,MI,FT,Data Analyst,430967,0,1
1812,SE,FT,Data Analyst,169000,0,1
